hotel,city,room_type,season,day_of_week,is_holiday,is_weekend,occupancy,demand,booking_lead_time_days,competitor_price,room_price
City View,Mumbai,Deluxe,High,Monday,0,0,78.4,96.37,4,9637.67,11286.54
City View,Delhi,Executive,High,Sunday,0,1,45.68,71.37,13,8809.95,10248.74
Sunrise Hotel,Goa,Executive,Low,Saturday,0,1,54.23,78.33,31,8981.78,10552.39
City View,Hyderabad,Standard,Shoulder,Wednesday,0,0,47.83,49.3,25,2912.63,3572.83
Royal Residency,Delhi,Standard,Shoulder,Monday,0,0,27.82,49.29,23,4178.19,4018.37
Grand Palace,Jaipur,Deluxe,Shoulder,Wednesday,0,0,54.03,70.81,96,7608.3,7888.22
The Meridian,Hyderabad,Deluxe,Peak,Saturday,0,1,66.54,93.96,11,12983.72,15261.04
City View,Delhi,Standard,High,Monday,1,0,57.95,76.25,44,6193.91,6283.06
Lakeside Inn,Hyderabad,Suite,High,Saturday,0,1,36.02,45.82,98,10213.61,12584.34
City View,Hyderabad,Deluxe,Peak,Wednesday,0,0,38.49,51.9,56,8179.37,9700.27
Lakeside Inn,Hyderabad,Suite,Shoulder,Thursday,0,0,27.88,51.42,41,7980.17,8749.64
Royal Residency,Goa,Suite,High,Sunday,0,1,74.85,93.55,37,13675.01,16703.26
Lakeside Inn,Jaipur,Deluxe,Shoulder,Tuesday,0,0,28.79,46.8,23,4941.9,5337.18
The Meridian,Bengaluru,Standard,Peak,Sunday,0,1,54.91,74.72,22,9899.84,11767.97
Grand Palace,Bengaluru,Deluxe,Low,Thursday,0,0,23.19,19.25,10,5488.85,5407.38
Lakeside Inn,Delhi,Standard,Peak,Saturday,0,1,68.62,72.03,61,6512.59,8423.81
Lakeside Inn,Hyderabad,Deluxe,Low,Sunday,0,1,33.49,56.83,10,4767.65,5056.65
Grand Palace,Delhi,Standard,Shoulder,Saturday,0,1,50.95,43.01,30,4994.69,6371.02
The Meridian,Goa,Deluxe,High,Saturday,0,1,43.69,59.5,25,11690.37,12792.76
City View,Goa,Standard,Shoulder,Monday,0,0,30.3,44.28,36,5145.14,3919.67
Lakeside Inn,Mumbai,Standard,High,Friday,0,0,59.37,83.28,48,6541.34,7288.51
Grand Palace,Goa,Standard,Shoulder,Saturday,0,1,53.52,64.59,22,7103.88,7529.37
Royal Residency,Mumbai,Standard,High,Sunday,0,1,82.96,77.0,13,8219.49,9721.34
Grand Palace,Jaipur,Deluxe,Low,Sunday,0,1,31.87,57.64,18,6714.46,7202.3
Royal Residency,Delhi,Deluxe,Low,Sunday,0,1,30.86,62.72,15,6810.61,7451.05
The Meridian,Jaipur,Deluxe,Shoulder,Thursday,0,0,38.32,43.46,100,8205.45,8297.3
City View,Goa,Standard,Shoulder,Tuesday,0,0,37.87,39.24,73,4154.94,3723.09
Grand Palace,Jaipur,Standard,Low,Saturday,0,1,54.1,65.33,9,5526.82,5493.11
Sunrise Hotel,Jaipur,Standard,Shoulder,Saturday,0,1,48.47,51.84,25,4636.68,5508.35
Lakeside Inn,Jaipur,Standard,Shoulder,Saturday,0,1,20.14,38.36,14,2893.49,3332.1
The Meridian,Goa,Executive,Low,Monday,0,0,44.02,65.21,19,10351.22,11337.63
Grand Palace,Hyderabad,Standard,High,Saturday,0,1,39.63,46.82,21,7259.13,7959.47
Lakeside Inn,Jaipur,Standard,Peak,Thursday,0,0,94.87,94.26,16,7384.84,8993.12
Grand Palace,Mumbai,Standard,Low,Wednesday,0,0,48.32,52.09,58,6085.02,5342.15
Royal Residency,Goa,Standard,High,Friday,0,0,46.61,49.43,40,7162.58,8081.31
Grand Palace,Jaipur,Deluxe,High,Sunday,0,1,49.4,73.34,38,9444.8,10875.78
Sunrise Hotel,Hyderabad,Deluxe,Shoulder,Saturday,0,1,44.4,49.0,78,6883.48,7486.77
Grand Palace,Goa,Standard,High,Monday,0,0,49.11,74.31,55,7791.19,8943.41
Grand Palace,Bengaluru,Standard,Shoulder,Thursday,0,0,63.62,56.03,32,6230.78,6258.95
Sunrise Hotel,Hyderabad,Standard,Shoulder,Saturday,0,1,40.28,61.46,38,5358.75,5792.21
The Meridian,Mumbai,Standard,Low,Monday,0,0,37.5,55.45,61,7129.3,6221.2
Grand Palace,Jaipur,Standard,High,Wednesday,0,0,35.61,61.39,59,6013.31,6240.11
Sunrise Hotel,Bengaluru,Executive,High,Tuesday,0,0,72.74,87.66,3,9717.61,12107.19
Lakeside Inn,Bengaluru,Deluxe,Low,Saturday,0,1,59.58,72.13,43,6267.3,7543.73
Royal Residency,Goa,Deluxe,Shoulder,Thursday,0,0,46.56,38.32,34,6708.11,7606.49
Royal Residency,Bengaluru,Standard,Peak,Monday,0,0,76.93,84.35,50,9036.6,9706.53
Grand Palace,Mumbai,Standard,Shoulder,Monday,0,0,37.3,55.13,6,6067.44,6045.81
The Meridian,Mumbai,Deluxe,Shoulder,Saturday,0,1,50.85,51.36,65,9083.08,10032.0
The Meridian,Delhi,Deluxe,Peak,Monday,0,0,43.54,68.26,52,11015.47,12872.0
Lakeside Inn,Mumbai,Deluxe,High,Tuesday,1,0,64.98,88.0,24,8802.68,9870.61
Grand Palace,Hyderabad,Standard,High,Monday,0,0,52.68,62.79,91,6264.0,6362.94
Royal Residency,Bengaluru,Deluxe,High,Sunday,0,1,51.53,76.64,13,8652.74,10397.8
The Meridian,Mumbai,Standard,Peak,Friday,0,0,86.59,92.62,37,11525.37,13586.89
Grand Palace,Goa,Executive,Shoulder,Sunday,0,1,96.98,90.47,20,10977.52,13054.55
The Meridian,Delhi,Deluxe,Shoulder,Friday,0,0,27.91,37.63,17,7939.23,8390.12
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Monday,1,0,34.41,49.91,30,6272.58,7097.0
The Meridian,Delhi,Standard,Peak,Saturday,0,1,67.61,84.04,6,10906.95,12642.79
Royal Residency,Bengaluru,Deluxe,High,Friday,0,0,47.2,64.35,52,8872.8,10119.39
City View,Goa,Standard,Low,Thursday,0,0,43.84,50.27,136,3427.28,3204.63
Lakeside Inn,Delhi,Standard,Peak,Friday,0,0,41.01,66.14,12,6971.97,7755.68
Lakeside Inn,Jaipur,Standard,Shoulder,Sunday,0,1,33.75,37.27,77,2991.76,2972.92
Royal Residency,Hyderabad,Deluxe,Low,Monday,0,0,76.15,69.55,62,6560.03,6981.06
The Meridian,Hyderabad,Standard,Shoulder,Saturday,1,1,38.67,71.57,8,7560.71,8673.13
Grand Palace,Bengaluru,Standard,Shoulder,Wednesday,0,0,20.41,39.14,12,4852.99,4027.61
The Meridian,Jaipur,Executive,Peak,Saturday,1,1,75.19,97.12,36,14189.08,17339.54
Royal Residency,Delhi,Standard,Low,Saturday,0,1,71.56,80.66,50,6623.72,6620.0
Lakeside Inn,Jaipur,Deluxe,High,Saturday,0,1,59.72,61.97,66,6822.81,8648.04
The Meridian,Jaipur,Standard,High,Thursday,0,0,62.18,65.96,31,8289.37,9037.4
Lakeside Inn,Delhi,Standard,Low,Tuesday,0,0,10.0,25.54,33,2542.94,1500.0
Grand Palace,Goa,Suite,Peak,Sunday,0,1,59.96,81.34,9,14959.63,18210.81
Lakeside Inn,Jaipur,Standard,Shoulder,Monday,0,0,34.98,53.63,77,3745.77,2453.39
Lakeside Inn,Jaipur,Deluxe,Shoulder,Tuesday,0,0,23.45,29.39,63,3984.2,3675.07
City View,Goa,Deluxe,Shoulder,Wednesday,0,0,34.93,42.38,45,6989.82,6507.86
City View,Jaipur,Deluxe,Peak,Tuesday,0,0,55.35,84.2,31,8820.96,10711.92
Sunrise Hotel,Jaipur,Deluxe,Shoulder,Monday,1,0,45.83,61.25,77,6118.52,7441.49
City View,Jaipur,Standard,Low,Sunday,0,1,37.62,38.79,12,2931.68,2656.49
Lakeside Inn,Hyderabad,Standard,Low,Sunday,0,1,43.11,60.23,38,3300.16,3810.5
Royal Residency,Mumbai,Deluxe,Shoulder,Monday,0,0,41.31,52.82,101,6324.16,6927.26
Lakeside Inn,Goa,Deluxe,High,Wednesday,0,0,69.87,64.51,12,7020.6,9150.05
Royal Residency,Jaipur,Suite,Shoulder,Monday,0,0,69.31,60.25,117,9688.33,11350.4
Royal Residency,Hyderabad,Suite,Low,Wednesday,0,0,10.0,36.75,60,7226.62,8278.95
City View,Goa,Suite,Low,Wednesday,0,0,42.77,50.77,51,9039.82,10383.81
The Meridian,Bengaluru,Deluxe,Shoulder,Monday,0,0,52.69,28.69,76,6969.49,7132.16
Grand Palace,Bengaluru,Standard,Peak,Friday,0,0,46.27,50.59,67,8038.84,8868.16
City View,Jaipur,Suite,Shoulder,Sunday,0,1,54.25,65.94,8,9415.66,10718.3
City View,Hyderabad,Deluxe,Peak,Wednesday,0,0,73.22,73.29,8,8987.99,11393.39
The Meridian,Hyderabad,Standard,Shoulder,Monday,0,0,33.76,38.51,21,5740.71,4826.88
Grand Palace,Goa,Suite,Low,Friday,0,0,31.76,30.09,41,10518.17,12056.25
Lakeside Inn,Goa,Executive,Peak,Sunday,0,1,75.45,94.58,69,11479.93,14302.98
Sunrise Hotel,Hyderabad,Deluxe,Shoulder,Wednesday,0,0,21.62,23.89,27,5539.56,5619.09
Sunrise Hotel,Goa,Standard,High,Sunday,1,1,82.08,94.9,17,7840.26,9345.45
Lakeside Inn,Hyderabad,Standard,Peak,Friday,0,0,73.69,79.31,58,6790.58,8199.84
City View,Mumbai,Suite,Low,Sunday,0,1,24.05,34.59,26,8348.51,9463.28
Grand Palace,Hyderabad,Executive,Low,Thursday,0,0,33.76,46.76,43,7388.2,8278.57
City View,Bengaluru,Standard,High,Saturday,0,1,62.73,100.0,33,7463.73,9425.28
Royal Residency,Goa,Standard,Shoulder,Thursday,0,0,46.68,61.65,18,5983.57,6130.34
City View,Hyderabad,Executive,Low,Friday,0,0,36.92,33.41,19,6633.41,6621.35
City View,Hyderabad,Standard,Low,Wednesday,1,0,56.32,63.03,12,3578.71,3433.85
Lakeside Inn,Goa,Deluxe,Low,Monday,0,0,10.68,25.18,71,3859.84,3307.15
Lakeside Inn,Mumbai,Executive,High,Tuesday,0,0,16.88,43.8,24,7048.56,8385.71
Lakeside Inn,Mumbai,Standard,Low,Monday,0,0,34.7,44.06,18,4231.0,2948.52
Sunrise Hotel,Goa,Deluxe,Shoulder,Sunday,0,1,60.67,62.72,6,8448.07,9075.94
Royal Residency,Delhi,Standard,High,Tuesday,0,0,56.19,74.36,5,6406.35,6721.81
Lakeside Inn,Goa,Standard,Shoulder,Tuesday,0,0,31.92,56.55,13,4944.11,3900.49
Grand Palace,Goa,Suite,Low,Sunday,0,1,44.88,61.93,42,11084.62,12614.96
Sunrise Hotel,Mumbai,Standard,High,Sunday,0,1,44.59,50.4,34,7035.87,7267.98
The Meridian,Mumbai,Executive,Low,Wednesday,0,0,48.62,44.15,26,8713.09,9377.81
Grand Palace,Goa,Deluxe,High,Friday,0,0,60.21,76.56,13,10160.32,12211.0
Grand Palace,Goa,Standard,Peak,Monday,0,0,75.5,79.21,5,10215.93,11659.16
Lakeside Inn,Goa,Standard,Shoulder,Friday,0,0,48.43,47.55,18,4142.27,3789.76
The Meridian,Mumbai,Standard,Shoulder,Thursday,0,0,28.91,49.61,26,7217.73,7280.26
The Meridian,Goa,Standard,Shoulder,Wednesday,0,0,52.99,49.38,53,7358.02,7441.24
Sunrise Hotel,Goa,Standard,Shoulder,Wednesday,0,0,17.29,17.49,8,4415.12,3829.4
The Meridian,Jaipur,Standard,Peak,Thursday,0,0,61.05,89.17,24,10233.84,11070.56
Royal Residency,Delhi,Deluxe,Peak,Monday,0,0,76.2,71.45,12,9491.42,11988.81
Lakeside Inn,Bengaluru,Deluxe,Shoulder,Saturday,0,1,51.97,64.91,21,6550.47,8004.11
The Meridian,Delhi,Deluxe,High,Thursday,0,0,10.0,30.72,113,8377.57,8520.48
Sunrise Hotel,Jaipur,Deluxe,Peak,Monday,1,0,74.94,100.0,15,9875.26,12645.35
Royal Residency,Bengaluru,Standard,Peak,Tuesday,0,0,37.06,56.81,13,8012.65,8381.91
City View,Goa,Standard,Shoulder,Sunday,0,1,67.46,90.58,160,6541.59,6327.61
City View,Jaipur,Deluxe,Shoulder,Wednesday,0,0,56.78,74.67,49,6996.24,7268.51
Royal Residency,Goa,Deluxe,Shoulder,Monday,1,0,25.68,34.45,46,7084.74,7249.1
Sunrise Hotel,Mumbai,Standard,Peak,Friday,0,0,66.29,84.44,16,9319.81,10605.01
Royal Residency,Hyderabad,Suite,Low,Sunday,1,1,39.01,48.76,112,8733.75,9942.89
Lakeside Inn,Jaipur,Suite,High,Friday,1,0,56.75,62.05,9,9538.91,12762.82
Lakeside Inn,Mumbai,Deluxe,Shoulder,Sunday,0,1,30.55,46.36,66,6879.47,6910.0
City View,Jaipur,Standard,Shoulder,Wednesday,0,0,53.85,51.27,72,4101.6,3722.65
The Meridian,Jaipur,Suite,Shoulder,Thursday,1,0,34.93,57.54,83,11001.35,12063.65
Sunrise Hotel,Mumbai,Deluxe,Peak,Saturday,0,1,60.42,66.18,89,11330.82,12686.06
City View,Bengaluru,Suite,Low,Thursday,0,0,58.38,51.16,27,8523.64,9803.32
The Meridian,Delhi,Suite,High,Monday,0,0,47.54,60.14,40,11715.76,14834.83
The Meridian,Goa,Suite,Low,Thursday,0,0,17.93,19.51,34,10240.99,11326.24
Lakeside Inn,Jaipur,Deluxe,Low,Wednesday,0,0,22.24,38.92,14,4439.52,4089.57
Grand Palace,Goa,Standard,Shoulder,Monday,0,0,50.84,68.25,25,7417.01,6701.13
Grand Palace,Hyderabad,Deluxe,Shoulder,Tuesday,0,0,47.98,39.4,72,7541.45,7267.32
Royal Residency,Mumbai,Deluxe,Shoulder,Thursday,0,0,23.31,19.3,10,6137.09,6583.21
Lakeside Inn,Goa,Deluxe,Shoulder,Thursday,0,0,50.44,56.4,57,6801.4,6576.31
The Meridian,Mumbai,Standard,Low,Saturday,0,1,15.07,42.01,59,6845.31,6322.34
Sunrise Hotel,Goa,Standard,Shoulder,Monday,0,0,32.2,48.0,35,4630.74,4155.73
Grand Palace,Delhi,Executive,Peak,Friday,0,0,75.28,70.59,61,10962.11,14224.24
The Meridian,Delhi,Deluxe,Peak,Thursday,0,0,84.19,97.66,14,12643.72,15275.29
Grand Palace,Delhi,Executive,Shoulder,Wednesday,0,0,40.29,42.6,12,8310.1,8641.43
Grand Palace,Delhi,Suite,High,Thursday,1,0,46.79,54.98,23,11523.3,13354.21
Grand Palace,Delhi,Deluxe,Peak,Saturday,0,1,56.55,76.44,41,11264.48,13253.81
Sunrise Hotel,Delhi,Deluxe,Low,Tuesday,0,0,26.12,27.8,106,5223.52,4997.51
Lakeside Inn,Mumbai,Executive,High,Saturday,1,1,48.72,78.07,35,11210.3,12859.45
Sunrise Hotel,Jaipur,Deluxe,Peak,Thursday,1,0,65.95,100.0,24,9775.74,12205.93
City View,Goa,Deluxe,Low,Friday,0,0,43.88,62.48,70,6046.14,6835.0
The Meridian,Delhi,Standard,Low,Sunday,0,1,70.45,83.58,10,7579.26,7578.39
Lakeside Inn,Mumbai,Deluxe,Peak,Thursday,0,0,49.67,79.71,8,10026.96,11111.06
Lakeside Inn,Mumbai,Deluxe,Shoulder,Monday,0,0,39.81,47.0,108,4998.82,5783.74
Lakeside Inn,Mumbai,Standard,Low,Thursday,0,0,15.49,31.02,17,3410.57,2607.67
Lakeside Inn,Jaipur,Standard,Shoulder,Friday,0,0,31.4,48.78,84,3505.44,2995.06
Sunrise Hotel,Goa,Standard,Shoulder,Monday,0,0,48.4,43.17,77,5012.7,4354.23
Lakeside Inn,Jaipur,Standard,High,Wednesday,0,0,60.97,73.9,63,4822.97,5299.52
Royal Residency,Bengaluru,Standard,High,Monday,0,0,29.74,47.29,70,5363.85,5266.97
The Meridian,Mumbai,Standard,Peak,Saturday,1,1,77.09,91.74,69,11363.73,13307.3
Lakeside Inn,Bengaluru,Executive,Shoulder,Tuesday,0,0,10.0,22.97,4,5704.37,5809.98
The Meridian,Hyderabad,Deluxe,Shoulder,Saturday,1,1,59.36,67.73,42,9239.49,11028.66
Royal Residency,Delhi,Standard,Shoulder,Sunday,1,1,70.49,72.46,36,5857.51,6662.45
Royal Residency,Delhi,Standard,Shoulder,Monday,0,0,24.9,22.3,21,3543.74,2585.47
The Meridian,Jaipur,Deluxe,Low,Wednesday,0,0,43.1,26.24,26,6137.46,6747.06
Grand Palace,Goa,Standard,Peak,Thursday,0,0,25.6,54.86,30,9004.21,9722.9
City View,Bengaluru,Suite,Peak,Monday,0,0,59.09,70.51,26,11824.62,14395.64
Grand Palace,Goa,Deluxe,Shoulder,Saturday,0,1,15.62,35.44,76,8768.42,8681.29
Grand Palace,Jaipur,Suite,High,Monday,0,0,65.75,82.3,27,12402.91,14992.83
Sunrise Hotel,Delhi,Standard,Low,Monday,1,0,48.48,59.11,156,3459.95,3037.36
Grand Palace,Goa,Deluxe,Shoulder,Monday,0,0,66.58,53.39,19,8178.2,8288.03
Lakeside Inn,Goa,Standard,High,Wednesday,0,0,32.82,40.75,24,4278.58,4030.15
Sunrise Hotel,Delhi,Executive,Shoulder,Friday,0,0,50.96,63.1,29,8341.71,9511.68
Sunrise Hotel,Bengaluru,Deluxe,Peak,Friday,0,0,77.37,82.09,17,10817.09,13029.18
Royal Residency,Delhi,Standard,High,Monday,1,0,49.86,61.45,29,4898.38,6248.51
Grand Palace,Goa,Standard,Shoulder,Wednesday,0,0,37.51,23.42,21,5116.89,4992.19
Royal Residency,Bengaluru,Standard,High,Wednesday,0,0,57.48,61.93,57,6014.0,6148.01
The Meridian,Bengaluru,Deluxe,Low,Sunday,0,1,48.03,48.47,23,8042.65,8381.44
City View,Delhi,Standard,Shoulder,Monday,0,0,13.35,39.05,15,3173.82,2646.88
Sunrise Hotel,Goa,Deluxe,Shoulder,Saturday,0,1,56.85,45.12,25,7609.71,8955.33
The Meridian,Jaipur,Standard,Shoulder,Saturday,0,1,46.82,65.1,32,7972.8,7774.99
The Meridian,Goa,Deluxe,High,Tuesday,0,0,21.71,26.59,27,9389.53,9522.28
Lakeside Inn,Mumbai,Suite,Shoulder,Monday,1,0,53.35,73.02,160,8861.31,10832.48
City View,Hyderabad,Suite,High,Tuesday,1,0,59.44,84.97,47,10585.14,13299.75
The Meridian,Jaipur,Suite,High,Saturday,0,1,50.26,75.95,11,13494.28,15886.73
The Meridian,Bengaluru,Standard,Shoulder,Saturday,0,1,44.48,52.98,52,7465.43,6809.91
City View,Jaipur,Standard,High,Monday,0,0,44.39,78.16,41,5503.11,6089.67
City View,Bengaluru,Deluxe,Low,Tuesday,0,0,33.99,44.41,48,5317.48,5022.59
The Meridian,Bengaluru,Standard,Low,Tuesday,0,0,44.28,41.1,52,6320.61,5474.64
City View,Jaipur,Standard,Shoulder,Monday,0,0,56.29,60.94,82,3411.92,3557.85
The Meridian,Bengaluru,Standard,Shoulder,Sunday,0,1,73.46,84.31,30,8353.59,8314.59
The Meridian,Bengaluru,Standard,Low,Tuesday,0,0,16.8,31.41,32,5831.09,4711.19
Lakeside Inn,Mumbai,Standard,High,Sunday,0,1,48.88,78.95,19,6467.87,6852.04
Grand Palace,Goa,Executive,Shoulder,Thursday,0,0,34.85,29.79,39,8956.16,8837.52
The Meridian,Goa,Standard,Shoulder,Saturday,0,1,46.37,62.02,17,8593.54,8229.45
Royal Residency,Hyderabad,Deluxe,Peak,Friday,0,0,50.1,62.11,14,9217.0,11456.32
Sunrise Hotel,Hyderabad,Standard,High,Sunday,1,1,78.35,97.96,101,6756.46,8742.63
Grand Palace,Mumbai,Deluxe,Peak,Sunday,0,1,73.63,81.6,32,12009.11,14097.25
Grand Palace,Hyderabad,Standard,Low,Sunday,0,1,64.07,55.65,48,5459.56,5893.65
Grand Palace,Jaipur,Executive,High,Wednesday,0,0,85.01,85.84,21,10958.18,13311.9
Lakeside Inn,Delhi,Executive,Peak,Tuesday,0,0,28.12,62.74,115,9397.65,10792.09
The Meridian,Delhi,Standard,High,Tuesday,0,0,56.44,72.59,28,8295.81,9369.16
Lakeside Inn,Delhi,Executive,High,Wednesday,0,0,30.92,54.13,89,7761.65,9136.24
The Meridian,Mumbai,Executive,Shoulder,Tuesday,1,0,66.58,69.75,48,10573.63,12495.52
Lakeside Inn,Mumbai,Suite,Low,Wednesday,0,0,57.45,70.01,35,8650.85,9760.09
Lakeside Inn,Bengaluru,Suite,Shoulder,Sunday,0,1,48.14,51.32,43,8248.96,10124.25
Sunrise Hotel,Delhi,Standard,Shoulder,Monday,0,0,10.0,14.28,32,2074.54,1500.0
Royal Residency,Jaipur,Deluxe,Peak,Thursday,0,0,41.57,63.37,30,8933.85,11108.97
Lakeside Inn,Hyderabad,Standard,Low,Sunday,0,1,64.34,89.06,41,4508.15,4483.47
Sunrise Hotel,Jaipur,Standard,Peak,Thursday,0,0,37.73,64.71,6,5897.09,8051.51
City View,Hyderabad,Executive,Peak,Saturday,0,1,69.36,100.0,21,11418.31,14467.67
Royal Residency,Delhi,Standard,Low,Sunday,0,1,23.4,46.51,57,4742.18,3702.91
Lakeside Inn,Delhi,Deluxe,Shoulder,Friday,0,0,19.3,36.17,60,5820.26,5474.33
Grand Palace,Delhi,Suite,Peak,Tuesday,0,0,57.88,83.91,137,13099.45,15768.75
City View,Mumbai,Suite,Peak,Friday,0,0,71.37,82.23,66,12973.83,16531.28
City View,Hyderabad,Executive,Shoulder,Monday,0,0,50.23,56.93,63,6418.57,7470.93
Sunrise Hotel,Mumbai,Standard,Shoulder,Thursday,1,0,47.45,53.07,43,4856.13,4896.24
City View,Mumbai,Standard,Shoulder,Sunday,0,1,68.72,69.48,75,6146.03,5919.83
Royal Residency,Goa,Standard,High,Monday,0,0,61.91,76.46,38,8359.28,9117.97
Lakeside Inn,Jaipur,Standard,Shoulder,Monday,0,0,42.28,61.09,35,2728.21,3540.16
Lakeside Inn,Jaipur,Standard,High,Tuesday,0,0,66.62,54.27,36,4134.3,4802.32
Grand Palace,Bengaluru,Standard,Low,Monday,0,0,57.82,59.47,74,4292.92,4681.91
Sunrise Hotel,Mumbai,Suite,Low,Sunday,0,1,40.64,47.7,36,9156.66,10361.73
Grand Palace,Hyderabad,Deluxe,Shoulder,Sunday,0,1,44.13,52.8,47,7128.26,7736.43
City View,Goa,Standard,Shoulder,Thursday,0,0,37.76,42.51,23,4899.48,4112.69
Grand Palace,Goa,Deluxe,Shoulder,Sunday,0,1,31.62,41.03,110,8334.38,8649.64
Royal Residency,Jaipur,Standard,Shoulder,Friday,0,0,18.26,20.7,27,4123.11,3601.04
Lakeside Inn,Mumbai,Standard,Shoulder,Thursday,1,0,62.5,70.13,35,4163.95,5217.65
City View,Bengaluru,Suite,Low,Tuesday,0,0,21.57,35.17,63,7519.33,8697.95
Grand Palace,Mumbai,Deluxe,Shoulder,Thursday,1,0,24.02,49.22,81,7009.75,7401.02
Sunrise Hotel,Delhi,Suite,Peak,Wednesday,0,0,30.71,62.77,37,12428.54,14305.03
Royal Residency,Mumbai,Standard,Shoulder,Friday,0,0,42.83,41.41,57,5339.63,5413.23
Royal Residency,Delhi,Suite,Shoulder,Wednesday,1,0,21.82,45.92,18,8342.2,10099.67
Grand Palace,Delhi,Deluxe,High,Wednesday,1,0,77.56,88.91,41,9316.83,11368.87
Lakeside Inn,Bengaluru,Deluxe,Peak,Saturday,0,1,49.74,74.73,56,9659.2,11264.94
Grand Palace,Hyderabad,Deluxe,Low,Sunday,0,1,53.4,79.0,88,8095.09,8821.17
City View,Jaipur,Suite,High,Tuesday,0,0,57.56,78.95,12,10948.38,13412.86
Grand Palace,Mumbai,Deluxe,High,Monday,0,0,48.15,56.36,15,9050.83,10567.29
Royal Residency,Delhi,Deluxe,High,Wednesday,0,0,42.45,67.48,8,8061.48,9463.36
Grand Palace,Mumbai,Executive,Low,Thursday,0,0,36.69,52.27,13,8687.76,8811.01
Lakeside Inn,Hyderabad,Suite,High,Monday,0,0,61.06,74.78,62,10063.32,12057.76
Sunrise Hotel,Jaipur,Standard,Low,Thursday,0,0,35.59,58.17,41,3939.28,3064.0
The Meridian,Hyderabad,Deluxe,High,Thursday,0,0,68.08,65.61,15,10310.78,11570.59
Grand Palace,Jaipur,Standard,High,Monday,0,0,23.48,49.64,75,5812.72,6022.43
Lakeside Inn,Goa,Standard,Low,Monday,0,0,42.08,53.97,36,3928.22,2863.35
Lakeside Inn,Jaipur,Deluxe,High,Sunday,0,1,69.87,69.69,62,6324.27,8191.16
Sunrise Hotel,Bengaluru,Executive,Low,Thursday,0,0,10.0,5.95,42,5883.73,5407.38
Royal Residency,Hyderabad,Executive,High,Tuesday,0,0,55.04,68.46,40,8874.98,10143.24
Lakeside Inn,Delhi,Standard,Shoulder,Sunday,1,1,44.56,52.72,39,4473.29,4306.18
Lakeside Inn,Goa,Deluxe,Low,Friday,0,0,23.57,38.58,23,5505.1,5695.06
Lakeside Inn,Bengaluru,Standard,Low,Saturday,0,1,44.39,55.08,73,4213.95,4260.46
Lakeside Inn,Mumbai,Executive,Peak,Friday,0,0,47.64,51.25,6,9968.35,12190.92
City View,Hyderabad,Executive,Low,Tuesday,0,0,33.82,46.95,34,5672.23,6475.89
City View,Delhi,Deluxe,Low,Sunday,0,1,49.11,50.57,19,5785.64,6271.01
Royal Residency,Jaipur,Suite,Shoulder,Saturday,0,1,38.96,42.72,9,10019.79,10758.58
Grand Palace,Delhi,Deluxe,High,Sunday,0,1,54.56,73.65,37,10183.06,10571.51
Lakeside Inn,Mumbai,Deluxe,Shoulder,Monday,0,0,28.77,21.34,38,5131.03,5180.83
Sunrise Hotel,Goa,Standard,Low,Saturday,0,1,38.56,56.06,18,5167.54,5426.53
Grand Palace,Goa,Deluxe,Shoulder,Thursday,0,0,50.86,51.59,122,7523.08,8213.83
Sunrise Hotel,Hyderabad,Deluxe,Low,Friday,1,0,39.73,57.27,73,6667.09,7372.59
Grand Palace,Goa,Deluxe,Low,Saturday,0,1,51.0,66.04,48,8412.77,9570.21
Royal Residency,Hyderabad,Standard,Shoulder,Thursday,0,0,48.65,61.31,56,5273.2,5460.21
Lakeside Inn,Hyderabad,Executive,High,Sunday,0,1,62.31,71.86,29,8475.41,9522.88
Lakeside Inn,Hyderabad,Standard,Low,Tuesday,0,0,25.34,60.34,36,3705.19,3144.23
The Meridian,Jaipur,Deluxe,Shoulder,Saturday,0,1,48.7,53.81,41,9162.79,9705.92
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Thursday,0,0,27.85,35.21,42,5768.5,5970.57
Grand Palace,Hyderabad,Deluxe,Peak,Sunday,0,1,66.41,77.5,65,11640.11,13542.55
Grand Palace,Hyderabad,Deluxe,Peak,Sunday,0,1,76.15,86.74,50,11406.28,12719.31
City View,Bengaluru,Standard,High,Sunday,0,1,76.26,88.19,58,7236.37,7946.35
The Meridian,Delhi,Standard,Low,Tuesday,0,0,16.84,45.02,28,5368.54,4924.57
City View,Hyderabad,Deluxe,Low,Monday,0,0,18.56,35.57,34,3978.92,3813.53
City View,Jaipur,Deluxe,Shoulder,Tuesday,0,0,56.81,65.22,35,5865.93,6971.54
City View,Goa,Standard,Shoulder,Tuesday,0,0,22.43,24.91,24,3297.47,3239.6
Sunrise Hotel,Goa,Deluxe,Shoulder,Friday,0,0,21.34,35.66,6,6853.18,7358.07
Sunrise Hotel,Mumbai,Deluxe,High,Sunday,0,1,77.49,85.5,5,9852.89,11757.02
Royal Residency,Mumbai,Deluxe,Peak,Thursday,0,0,77.57,97.73,13,11812.37,14347.28
Royal Residency,Goa,Suite,High,Saturday,0,1,74.24,79.73,15,12986.63,16409.29
City View,Goa,Standard,Shoulder,Friday,1,0,58.43,56.5,19,6948.63,7020.56
The Meridian,Jaipur,Standard,High,Sunday,1,1,65.86,76.93,35,9265.48,9691.29
